사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일시
씨유제주화삼북로점,안전상비의약품 판매업소,20121112,,폐업,20180629,,,,,,"제주특별자치도 제주시 화삼북로 7, 제상가동 104호 (화북일동)",63301,2018-08-31 23:59:59.0
GS25외도월대점,안전상비의약품 판매업소,20121109,,폐업,20150331,,,,,제주특별자치도 제주시 외도일동 435번지 22호,제주특별자치도 제주시 도근내길 24 (외도일동),690600,2018-08-31 23:59:59.0
GS25크라운점,안전상비의약품 판매업소,20121109,,폐업,20161018,,,,,제주특별자치도 제주시 연동 281번지 19호,제주특별자치도 제주시 삼무로3길 26 (연동),63125,2018-08-31 23:59:59.0
GS25남성로점,안전상비의약품 판매업소,20121109,,폐업,20190705,,,,,제주특별자치도 제주시 용담일동 2814번지,제주특별자치도 제주시 전농로 2 (용담일동),63175,2019-07-07 02:40:00.0
GS25제주한라점,안전상비의약품 판매업소,20121109,,폐업,20141201,,,,,제주특별자치도 제주시 노형동 756번지,제주특별자치도 제주시 한라대학로 63 (노형동),690802,2018-08-31 23:59:59.0
지에스25삼화엘에이치점,안전상비의약품 판매업소,20160218,,폐업,20180226,,,,,,"제주특별자치도 제주시 화삼로 110, 상가동 105호 (도련이동)",63324,2018-08-31 23:59:59.0
씨유제주삼화백수점,안전상비의약품 판매업소,20160224,,폐업,20191227,,,,,,"제주특별자치도 제주시 화삼로 110, 가동 101호 (도련이동)",63324,2019-12-29 02:40:00.0
GS25휴팰리스점,안전상비의약품 판매업소,20160304,,폐업,20210521,,,,,,"제주특별자치도 제주시 구남동2길 59, 1층 1106호 (이도이동, 휴팰리스)",63233,2021-05-26 02:40:00.0
씨유제주인화점,안전상비의약품 판매업소,20160304,,폐업,20200131,,,,,,제주특별자치도 제주시 동광로 138 (건입동),63285,2020-02-02 02:40:00.0
(주)비지에프리테일 제주탐라점,안전상비의약품 판매업소,20140108,,폐업,20141119,,,,,제주특별자치도 제주시 아라이동 3001번지 16호,제주특별자치도 제주시 신설로 36 (아라이동),690122,2018-08-31 23:59:59.0
씨유 제주삼화부영전,안전상비의약품 판매업소,20140106,,폐업,20160913,,,,,제주특별자치도 제주시 삼양이동 2318번지,"제주특별자치도 제주시 화삼로 167, 1층 101호 (삼양이동)",63322,2018-08-31 23:59:59.0
GS25 노형사랑점,안전상비의약품 판매업소,20121112,,폐업,20141016,,,,,제주특별자치도 제주시 노형동 2536번지 7호,제주특별자치도 제주시 노형로 379 (노형동),690840,2018-08-31 23:59:59.0
지에스25일도대림점,안전상비의약품 판매업소,20140618,,폐업,20190107,,,,,제주특별자치도 제주시 일도이동 89번지,제주특별자치도 제주시 태성로 20 (일도이동),63261,2019-01-09 02:40:00.0
(주)코리아세븐제주구남로점,안전상비의약품 판매업소,20160407,,폐업,20180427,,,,,,제주특별자치도 제주시 구남동2길 47 (이도이동),63233,2018-08-31 23:59:59.0
씨유 이호해변길점,안전상비의약품 판매업소,20121210,,폐업,20150312,,,,,제주특별자치도 제주시 이호일동 363번지 4호,제주특별자치도 제주시 서해안로 72 (이호일동),690600,2018-08-31 23:59:59.0
세븐일레븐 제주세화점,안전상비의약품 판매업소,20140619,,폐업,20170405,,,,,,제주특별자치도 제주시 구좌읍 세화2길 11,63361,2018-08-31 23:59:59.0
세븐일레븐화북주공점,안전상비의약품 판매업소,20121109,,폐업,20161027,,,,,제주특별자치도 제주시 화북일동 10번지 2호,제주특별자치도 제주시 동화로1길 9 (화북일동),63302,2018-08-31 23:59:59.0
씨유 제주연문점,안전상비의약품 판매업소,20121112,,폐업,20140328,,,,,제주특별자치도 제주시 연동 320번지 1호,제주특별자치도 제주시 연삼로 72 (연동),690815,2018-08-31 23:59:59.0
씨유 제주삼성점,안전상비의약품 판매업소,20121110,,폐업,20150331,,,,,제주특별자치도 제주시 이도일동 1260번지 3호,제주특별자치도 제주시 중앙로 185 (이도일동),690828,2018-08-31 23:59:59.0
씨유 제주학사점,안전상비의약품 판매업소,20121110,,폐업,20190617,,,,,제주특별자치도 제주시 이도이동 1186번지 1호,제주특별자치도 제주시 신성로13길 26 (이도이동),63207,2019-06-19 02:40:00.0
CU제주추자점,안전상비의약품 판매업소,20121109,,폐업,20180625,,,,,제주특별자치도 제주시 추자면 대서리 140번지 3호,제주특별자치도 제주시 추자면 추자로 38,63000,2018-08-31 23:59:59.0
(주)비지에프리테일제주한라점,안전상비의약품 판매업소,20141211,,폐업,20150428,,,,,제주특별자치도 제주시 노형동 748번지,제주특별자치도 제주시 진군중길 1 (노형동),690802,2018-08-31 23:59:59.0
주식회사 비지에프리테일 제주협재점,안전상비의약품 판매업소,20140804,,폐업,20141110,,,,,제주특별자치도 제주시 한림읍 협재리 1619번지,제주특별자치도 제주시 한림읍 한림로 387-1,695931,2018-08-31 23:59:59.0
세븐일레븐 제주한림항점,안전상비의약품 판매업소,20140812,,폐업,20170403,,,,,,제주특별자치도 제주시 한림읍 한림해안로 139 (지선가번지),63032,2018-08-31 23:59:59.0
씨유 뉴메르헨점,안전상비의약품 판매업소,20121109,,폐업,20151228,,,,,제주특별자치도 제주시 노형동 722번지 2호,"제주특별자치도 제주시 연북로 41 (노형동, 메르헨하우스3차)",63084,2018-08-31 23:59:59.0
씨유 제주중앙여고 후문점,안전상비의약품 판매업소,20121109,,폐업,20161228,,,,,제주특별자치도 제주시 이도이동 1974번지 13호,제주특별자치도 제주시 남광로4길 29 (이도이동),63231,2018-08-31 23:59:59.0
씨유 제주뜨란채점,안전상비의약품 판매업소,20121109,,폐업,20190801,,,,,제주특별자치도 제주시 노형동 2583번지 1호,"제주특별자치도 제주시 수덕로 44, 101호 (노형동, 뜨란채상가동101호)",63101,2019-08-03 02:40:00.0
씨유 제주종합청사점,안전상비의약품 판매업소,20121109,,폐업,20160112,,,,,제주특별자치도 제주시 도남동 663번지 16호,제주특별자치도 제주시 청사로 67 (도남동),63219,2018-08-31 23:59:59.0
GS25도남점,안전상비의약품 판매업소,20160315,,폐업,20190624,,,,,,제주특별자치도 제주시 도남로17길 3 (도남동),63221,2019-06-26 02:40:00.0
세븐일레븐 제주한림읍사무소점,안전상비의약품 판매업소,20140812,,폐업,20141020,,,,,,제주특별자치도 제주시 한림읍 한림상로 142,695932,2018-08-31 23:59:59.0
씨유제주노형길점,안전상비의약품 판매업소,20150820,,폐업,20190717,,,,,제주특별자치도 제주시 노형동 3802번지 5호,"제주특별자치도 제주시 노형5길 15, 1층 (노형동)",63088,2019-07-19 02:40:00.0
CU한림제일점,안전상비의약품 판매업소,20121112,,폐업,20181219,,,,,,제주특별자치도 제주시 한림읍 한림로 661,63032,2018-12-20 02:40:00.0
세븐일레븐협재점,안전상비의약품 판매업소,20121112,,폐업,20170403,,,,,,제주특별자치도 제주시 한림읍 한림로 318,63011,2018-08-31 23:59:59.0
(주)코리아세븐 제주외도점,안전상비의약품 판매업소,20160726,,폐업,20210727,,,,,,제주특별자치도 제주시 일주서로 7344 (외도이동),63071,2021-08-01 02:40:00.0
CU전농로점,안전상비의약품 판매업소,20150602,,폐업,20150807,,,,,,제주특별자치도 제주시 전농로 31 (삼도일동),63173,2018-08-31 23:59:59.0
씨유제주한라점,안전상비의약품 판매업소,20150710,,폐업,20160503,,,,,,제주특별자치도 제주시 진군중길 1 (노형동),63089,2018-08-31 23:59:59.0
지에스25시연동수자인점,안전상비의약품 판매업소,20150724,,폐업,20161221,,,,,제주특별자치도 제주시 노형동 940번지 7호,"제주특별자치도 제주시 원노형로 35, 101호 (노형동, 송우수자인아파트)",63082,2018-08-31 23:59:59.0
씨유제주신창점,안전상비의약품 판매업소,20140929,,폐업,20140929,,,,,,제주특별자치도 제주시 한경면 두신로 80,695944,2018-08-31 23:59:59.0
세븐일레븐 제주한림읍사무소점,안전상비의약품 판매업소,20141022,,폐업,20160520,,,,,,제주특별자치도 제주시 한림읍 한림상로 142,63028,2018-08-31 23:59:59.0
씨유 제주협재점,안전상비의약품 판매업소,20141110,,폐업,20210104,,,,,,제주특별자치도 제주시 한림읍 한림로 387-1,63011,2021-01-06 02:40:00.0
세븐일레븐제주광령점,안전상비의약품 판매업소,20141216,,폐업,20181115,,,,,제주특별자치도 제주시 애월읍 광령리 1333번지 16호,제주특별자치도 제주시 애월읍 광성로 295,63062,2019-01-10 02:40:00.0
씨유제주도평에코그린점,안전상비의약품 판매업소,20150727,,폐업,20200210,,,,,제주특별자치도 제주시 도평동 6번지,"제주특별자치도 제주시 우평로 64, 109동 101호 (도평동, 에코그린빌라6차)",63075,2020-02-12 02:40:00.0
지에스(GS)제주남문점,안전상비의약품 판매업소,20150729,,폐업,20180330,,,,,제주특별자치도 제주시 삼도이동 202번지 4호,제주특별자치도 제주시 남성로 159 (삼도이동),63169,2018-08-31 23:59:59.0
(주)코리아세븐 제주여상점,안전상비의약품 판매업소,20121119,,폐업,20180816,,,,,제주특별자치도 제주시 건입동 1043번지 8호,제주특별자치도 제주시 동문로 89-2 (건입동),63282,2018-08-31 23:59:59.0
GS25 신이도점,안전상비의약품 판매업소,20121112,,폐업,20150826,,,,,제주특별자치도 제주시 아라이동 3011번지 1호,제주특별자치도 제주시 승천로 80 (아라이동),63230,2018-08-31 23:59:59.0
GS25 노형현대점,안전상비의약품 판매업소,20121112,,폐업,20141023,,,,,제주특별자치도 제주시 노형동 723번지 1호,제주특별자치도 제주시 원노형로 84 (노형동),690744,2018-08-31 23:59:59.0
GS25 제주남양점,안전상비의약품 판매업소,20121113,,폐업,20160928,,,,,제주특별자치도 제주시 연동 262번지 62호,제주특별자치도 제주시 제원3길 9 (연동),63131,2018-08-31 23:59:59.0
GS25 외도우정점,안전상비의약품 판매업소,20121113,,폐업,20170207,,,,,제주특별자치도 제주시 외도일동 405번지 4호,제주특별자치도 제주시 일주서로 7326 (외도일동),63069,2018-08-31 23:59:59.0
(주)코리아세븐제주연동청원점,안전상비의약품 판매업소,20121119,,폐업,20200519,,,,,제주특별자치도 제주시 연동 2333번지 9호,제주특별자치도 제주시 도령로 131 (연동),63126,2020-05-21 02:40:00.0
세븐일레븐제주탑동광장점,안전상비의약품 판매업소,20121108,,폐업,20210722,,,,,제주특별자치도 제주시 건입동 1319번지 10호,제주특별자치도 제주시 서부두길 10 (건입동),63276,2021-07-24 02:40:00.0
씨유제주신하와이점,안전상비의약품 판매업소,20170914,,폐업,20190828,,,,,,"제주특별자치도 제주시 도령로 40, 1층 101호 (노형동, 하와이오피스텔)",63081,2019-08-30 02:40:00.0
gs25 제주동광점,안전상비의약품 판매업소,20121113,,폐업,20170228,,,,,제주특별자치도 제주시 일도이동 71번지 19호,제주특별자치도 제주시 연신로 15 (일도이동),63260,2018-08-31 23:59:59.0
세븐일레븐곽지점,안전상비의약품 판매업소,20121107,,폐업,20200519,,,,,,제주특별자치도 제주시 애월읍 일주서로 5989,63034,2020-05-24 02:40:00.0
씨유 제주정든점,안전상비의약품 판매업소,20121109,,폐업,20180727,,,,,제주특별자치도 제주시 노형동 2579번지 5호,"제주특별자치도 제주시 월랑로 47, 1층 (노형동, 주립빌딩)",63100,2018-08-31 23:59:59.0
GS25이도한마음,안전상비의약품 판매업소,20121108,,폐업,20201126,,,,,제주특별자치도 제주시 이도이동 1950번지 1호,제주특별자치도 제주시 신설로7길 57 (이도이동),63227,2020-11-28 02:40:00.0
GS25 제주백록점,안전상비의약품 판매업소,20121112,,폐업,20131104,,,,,제주특별자치도 제주시 삼도일동 584번지 3호,제주특별자치도 제주시 서광로 264 (삼도일동),690846,2018-08-31 23:59:59.0
GS25 제주연화점,안전상비의약품 판매업소,20121112,,폐업,20150302,,,,,제주특별자치도 제주시 연동 1481번지 1호,제주특별자치도 제주시 과원북4길 82 (연동),690817,2018-08-31 23:59:59.0
(주)코리아세븐 제주대병원점,안전상비의약품 판매업소,20121119,,폐업,20170210,,,,,제주특별자치도 제주시 아라일동 1798번지,제주특별자치도 제주시 중앙로 616 (아라일동),63241,2018-08-31 23:59:59.0
씨유 제주인제점,안전상비의약품 판매업소,20121109,,폐업,20150402,,,,,제주특별자치도 제주시 일도이동 416번지,제주특별자치도 제주시 천수로9길 5 (일도이동),690830,2018-08-31 23:59:59.0
씨유 제주과원점,안전상비의약품 판매업소,20121113,,폐업,20151130,,,,,제주특별자치도 제주시 연동 1365번지 1호,"제주특별자치도 제주시 과원로 28, 1층 (연동)",63141,2018-08-31 23:59:59.0
씨유제주 삼화부영 7차점,안전상비의약품 판매업소,20160401,,폐업,20170808,,,,,제주특별자치도 제주시 도련일동 1909번지,"제주특별자치도 제주시 화삼북로 90, 상가1동 101호 (도련일동)",63323,2018-08-31 23:59:59.0
씨유 뉴메르헨점,안전상비의약품 판매업소,20160401,,폐업,20191129,,,,,,"제주특별자치도 제주시 연북로 41, 1층 133호 (노형동, 메르헨하우스)",63084,2019-12-01 02:40:00.0
GS25한라대학점,안전상비의약품 판매업소,20161010,,폐업,20170726,,,,,,"제주특별자치도 제주시 한라대학로 72 (노형동, 미래주택)",63092,2018-08-31 23:59:59.0
씨유제주아란마을점,안전상비의약품 판매업소,20161011,,폐업,20200403,,,,,,제주특별자치도 제주시 아란15길 26 (아라일동),63238,2020-04-05 02:40:00.0
씨유제주이호오광점,안전상비의약품 판매업소,20170928,,폐업,20200713,,,,,제주특별자치도 제주시 이호이동 1163번지 9호,제주특별자치도 제주시 오광로 109 (이호이동),63110,2020-07-15 02:40:00.0
씨유제주연동도호점,안전상비의약품 판매업소,20171010,,폐업,20190102,,,,,,"제주특별자치도 제주시 사장2길 13, 1층 (연동)",63133,2019-01-04 02:40:00.0
